Key,Brazilian
ammoGasCanSchematic,"Receita de galão de combustível"
ammoGasCanSchematicDesc,"Instruções de como fazer [decea3]Gasolina[-]."
ammoRocketFrag,"Foguete de Fragmentação (Munição)"
ammoRocketFragDesc,"Um foguete de fragmentação usado como munição para lança-foguetes que pode ser fabricado na forja e na bancada ao obter a vantagem."
ammoRocketHE,"Foguete de Alto Explosivo (Munição)"
ammoRocketHEDesc,"Um foguete de alto explosivo usado como munição para lança-foguetes que pode ser fabricado na forja e na bancada ao obter a vantagem."
ammoShotgunShell,"Cartucho de Espingarda (Munição)"
ammoShotgunShellDesc,"Um cartucho de espingarda usado em todas as armas do tipo.\nCausa dano grave em madeira e drywall.\nO dano diminui rapidamente após a distância efetiva."
ammoShotgunSlug,"Projétil AP de Espingarda (Munição)"
ammoShotgunSlugDesc,"Munição de espingarda perfurante que dispara um único projétil.\nO dano diminui rapidamente após a distância efetiva.\nSegure “recarregar” para alternar a munição."
animalBossGrace,"Graça"
animalCoyote,"Coiote"
animalDireWolf,"Lobo Feroz"
animalMountainLion,"Puma"
animalSnake,"Cobra"
animalWolf,"Lobo"
animalZombieBear,"Urso zumbi"
animalZombieVultureRadiated,"Abutre com radiação"
apartment_adobe_red_5_flr,"Apartamento do 5o Andar"
apartment_brick_6_flr,"Torre de dois bits"
apartments_01,"Complexo de Apartamentos 1"
apparelNightvisionGoggles,"Óculos de Visão Noturna"
apparelNightvisionGogglesDesc,"Estes óculos de visão noturna concedem uma pequena proteção facial que nem deve funcionar mais."
armorClothGroupDesc,"Armadura leve que sobrecarrega um pouco e concede uma leve proteção contra dano.\nNão protege do clima.\n\nConserte com tecido.\nRecicle para obter tecido."
armorHeavyGroupDesc,"Armadura pesada que sobrecarrega e concede boa proteção contra dano.\nNão protege do clima.\n\nConserte com o kit de reparos.\nRecicle para obter ferro."
armorIronBootsBlueprint,"Diagrama de Botas de Ferro"
armorIronBootsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorIronChestBlueprint,"Diagrama de Armadura Peitoral de Ferro"
armorIronChestBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorIronGlovesBlueprint,"Diagrama de Luvas de Ferro"
armorIronGlovesBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorIronHelmetBlueprint,"Diagrama de Capacete de Ferro"
armorIronHelmetBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorIronLegsBlueprint,"Diagrama de Perneira de Ferro"
armorIronLegsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorIronSetSchematic,"Diagrama de Armadura de Ferro"
armorLeatherBootsBlueprint,"Diagrama de Botas de Couro"
armorLeatherBootsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorLeatherChestBlueprint,"Diagrama de Armadura Peitoral de Couro"
armorLeatherChestBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorLeatherGlovesBlueprint,"Diagrama de Luvas de Couro"
armorLeatherGlovesBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorLeatherGroupDesc,"Armadura leve que sobrecarrega um pouco e concede um pouco de proteção contra dano.\nNão protege do clima.\n\nConserte com o kit de reparos.\nRecicle para obter couro."
armorLeatherHelmetBlueprint,"Diagrama de Capacete de Couro"
armorLeatherHelmetBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorLeatherLegsBlueprint,"Diagrama de Perneira de Couro"
armorLeatherLegsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorLeatherSetSchematic,"Diagrama de Armadura de Couro"
armorMilitaryBootsBlueprint,"Diagrama de Botas Militares"
armorMilitaryBootsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorMilitaryChestBlueprint,"Diagrama de Armadura Peitoral Militar"
armorMilitaryChestBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorMilitaryGlovesBlueprint,"Diagrama de Luvas Militares"
armorMilitaryGlovesBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorMilitaryGroupDesc,"Armadura leve que sobrecarrega um pouco e concede um pouco de proteção contra dano.\nNão protege do clima.\n\nConserte com o kit de reparos.\nRecicle para obter peças de armadura militar."
armorMilitaryHelmetBlueprint,"Diagrama de Capacete Militar"
armorMilitaryHelmetBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorMilitaryLegsBlueprint,"Diagrama de Perneira Militar"
armorMilitaryLegsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorMilitarySetSchematic,"Diagrama da Armadura Militar"
armorMilitaryStealthBootsDesc,"Estas botas militares furtivas não têm penalidade de uso de vigor e abafam o ruído de movimento.\n\nConserte com o kit de reparos.\nRecicle para obter peças de armadura militar."
armorMiningHelmetBlueprint,"Diagrama de Capacete de Mineração"
armorMiningHelmetBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorMiningHelmetDesc,"Este capacete oferece boa defesa e, normalmente, vem com uma lanterna instalada.\nAperte F para ativar. Mantenha F pressionado para ativar vários itens.\n\nConserte com o kit de reparos.\nRecicle para obter polímeros de sucata."
armorSteelBootsBlueprint,"Diagrama de Botas de Aço"
armorSteelBootsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorSteelChestBlueprint,"Diagrama de Armadura Peitoral de Aço"
armorSteelChestBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorSteelGlovesBlueprint,"Diagrama de Luvas de Aço"
armorSteelGlovesBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorSteelGroupDesc,"Armadura pesada que sobrecarrega e concede boa proteção contra dano.\nNão protege do clima.\n\nConserte com o kit de reparos.\nRecicle para obter peças de armadura de aço."
armorSteelHelmetBlueprint,"Diagrama de Capacete de Aço"
armorSteelHelmetBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorSteelLegsBlueprint,"Diagrama de Perneira de Aço"
armorSteelLegsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
army_barracks_01,"Posto 7 do Acampamento do Exército"
army_camp_01,"Acampamento do Exército 1"
army_camp_02,"Acampamento do Exército 2"
army_camp_03,"Acampamento do Exército 3"
attActionSkills,"Habilidades"
attActionSkillsDesc,"As Habilidades de Ação sobem de nível passivamente ao realizar várias tarefas.\n\nDiferentes tarefas aumentam de nível diferentes habilidades de ação, por exemplo, se você estiver usando uma determinada arma, realizando uma atividade física etc.\n\nSelecione qualquer uma das Habilidades de Ação para ver progresso de habilidade atual dele."
attAgility01,"Estabanado: [decea3]+10% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+5%[-]\nChance de desmembramento [decea3]+2.5%[-]"
attAgility02,"Desastrado: [decea3]+20% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+10%[-]\nChance de desmembramento [decea3]+5%[-]"
attAgility03,"Passo Pesado: [decea3]+30% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+15%[-]\nChance de desmembramento [decea3]+7.5%[-]"
attAgility04,"Ineficiente: [decea3]+40% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+20%[-]\nChance de desmembramento [decea3]+10%[-]"
attAgility05,"Ágil: [decea3]+50% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+25%[-]\nChance de desmembramento [decea3]+12,5%[-]"
attAgility06,"Veloz: [decea3]+60% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+30%[-]\nChance de desmembramento [decea3]+15%[-]"
attAgility07,"Hábil: [decea3]+70% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+35%[-]\nChance de desmembramento [decea3]+17,5%[-]"
attAgility08,"Ginasta: [decea3]+80% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+40%[-]\nChance de desmembramento [decea3]+20%[-]"
attAgility09,"Atleta Profissional: [decea3]+90% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+45%[-]\nChance de desmembramento [decea3]+22,5%[-]"
attAgility10,"Mestre do Parkour: [decea3]+100% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+50%[-]\nChance de desmembramento [decea3]+25%[-]"
attAgilityDesc,"Domine as habilidades de [decea3]Agilidade[-] mais rapidamente, melhore o dano de tiro na cabeça e a chance de desmembramento para: [decea3]Pistolas[-], [decea3]Espadas[-], [decea3]Facas[-] e [decea3]Machados[-]"
attAgilityName,"Agilidade"
attbooks,"Colecionáveis"
attFortitudeDesc,"Domine as habilidades de [decea3]Robustez[-] mais rapidamente, melhore o dano de tiro na cabeça e a chance de desmembramento para: [decea3]Escopetas[-], [decea3]Combate Desarmado[-] e [decea3]Armas de punho[-]"
attFortitudeDesc01,"Saúde Frágil: [decea3]+10% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+5%[-]\nChance de desmembramento [decea3]+2.5%[-]"
attFortitudeDesc02,"Doentinho: [decea3]+20% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+10%[-]\nChance de desmembramento [decea3]+5%[-]"
attFortitudeDesc03,"Adoentado: [decea3]+30% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+15%[-]\nChance de desmembramento [decea3]+7.5%[-]"
attFortitudeDesc04,"Enfraquecido: [decea3]+40% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+20%[-]\nChance de desmembramento [decea3]+10%[-]"
attFortitudeDesc05,"Resistente [decea3]+50% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+25%[-]\nChance de desmembramento [decea3]+12,5%[-]"
attFortitudeDesc06,"Super Saudável: [decea3]+60% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+30%[-]\nChance de desmembramento [decea3]+15%[-]"
attFortitudeDesc07,"Saúde Vigorosa: [decea3]+70% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+35%[-]\nChance de desmembramento [decea3]+17,5%[-]"
attFortitudeDesc08,"Resiliente: [decea3]+80% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+40%[-]\nChance de desmembramento [decea3]+20%[-]"
attFortitudeDesc09,"Constituição: Impressionante [decea3]+90% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+45%[-]\nChance de desmembramento [decea3]+22,5%[-]"
attFortitudeDesc10,"Robustez Exuberante: [decea3]+100% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+50%[-]\nChance de desmembramento [decea3]+25%[-]"
attFortitudeName,"Robustez"
attIntellect01,"Cabeça Oca: [decea3]+10% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+5%[-]\nChance de desmembramento [decea3]+2.5%[-]"
attIntellect02,"Tonto: [decea3]+20% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+10%[-]\nChance de desmembramento [decea3]+5%[-]"
attIntellect03,"Idiota: [decea3]+30% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+15%[-]\nChance de desmembramento [decea3]+7.5%[-]"
attIntellect04,"Cabeça: Dura [decea3]+40% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+20%[-]\nChance de desmembramento [decea3]+10%[-]"
attIntellect05,"Na Média: [decea3]+50% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+25%[-]\nChance de desmembramento [decea3]+12,5%[-]"
attIntellect06,"Esperto: [decea3]+60% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+30%[-]\nChance de desmembramento [decea3]+15%[-]"
attIntellect07,"Brilhante: [decea3]+70% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+35%[-]\nChance de desmembramento [decea3]+17,5%[-]"
attIntellect08,"Intelectual de Pesos: [decea3]+80% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+40%[-]\nChance de desmembramento [decea3]+20%[-]"
attIntellect09,"Gênio: [decea3]+90% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+45%[-]\nChance de desmembramento [decea3]+22,5%[-]"
attIntellect10,"Mente Brilhante: [decea3]+100% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+50%[-]\nChance de desmembramento [decea3]+25%[-]"
attIntellectDesc,"O intelecto mede a sua capacidade mental. Ao melhorar o intelecto, seu dano de tiro na cabeça com armas de intelecto, como torretas robóticas e cassetetes atordoantes, também melhorará."
attIntellectName,"Intelecto"
attPerceptionDesc,"Domine as habilidades de [decea3]Percepção[-] mais rapidamente, melhore o dano de tiro na cabeça e a chance de desmembramento para: [decea3]Rifles de Caça[-], [decea3]Sniper Rifles[-], [decea3]Arcos[-], [decea3]Bestas[-] e [decea3]Lanças[-]"
attPerceptionDesc01,"Desligado: [decea3]+10% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+5%[-]\nChance de desmembramento [decea3]+2.5%[-]"
attPerceptionDesc02,"Desatento: [decea3]+20% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+10%[-]\nChance de desmembramento [decea3]+5%[-]"
attPerceptionDesc03,"Pouco Observador: [decea3]+30% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+15%[-]\nChance de desmembramento [decea3]+7.5%[-]"
attPerceptionDesc04,"Desprevenido: [decea3]+40% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+20%[-]\nChance de desmembramento [decea3]+10%[-]"
attPerceptionDesc05,"Observador: [decea3]+50% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+25%[-]\nChance de desmembramento [decea3]+12,5%[-]"
attPerceptionDesc06,"Atento: [decea3]+60% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+30%[-]\nChance de desmembramento [decea3]+15%[-]"
attPerceptionDesc07,"Perspicaz: [decea3]+70% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+35%[-]\nChance de desmembramento [decea3]+17,5%[-]"
attPerceptionDesc08,"Perceptivo: [decea3]+80% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+40%[-]\nChance de desmembramento [decea3]+20%[-]"
attPerceptionDesc09,"Percepção: Excepcional [decea3]+90% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+45%[-]\nChance de desmembramento [decea3]+22,5%[-]"
attPerceptionDesc10,"Explode-Crânios: [decea3]+100% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+50%[-]\nChance de desmembramento [decea3]+25%[-]"
attPerceptionName,"Percepção"
attStrengthDesc,"Domine as habilidades de [decea3]Força[-] mais rapidamente, melhore o dano de tiro na cabeça e a chance de desmembramento para: [decea3]Metralhadoras[-], [decea3]Clubes[-] e [decea3]Marretas[-]"
attStrengthDesc01,"Fracote: [decea3]+10% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+5%[-]\nChance de desmembramento [decea3]+2.5%[-]"
attStrengthDesc02,"Magricela: [decea3]+20% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+10%[-]\nChance de desmembramento [decea3]+5%[-]"
attStrengthDesc03,"Bebezão: [decea3]+30% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+15%[-]\nChance de desmembramento [decea3]+7.5%[-]"
attStrengthDesc04,"Molenga: [decea3]+40% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+20%[-]\nChance de desmembramento [decea3]+10%[-]"
attStrengthDesc05,"Em Forma: [decea3]+50% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+25%[-]\nChance de desmembramento [decea3]+12,5%[-]"
attStrengthDesc06,"Forte: [decea3]+60% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+30%[-]\nChance de desmembramento [decea3]+15%[-]"
attStrengthDesc07,"Musculoso: [decea3]+70% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+35%[-]\nChance de desmembramento [decea3]+17,5%[-]"
attStrengthDesc08,"Levantador de Pesos: [decea3]+80% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+40%[-]\nChance de desmembramento [decea3]+20%[-]"
attStrengthDesc09,"Monstro: [decea3]+90% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+45%[-]\nChance de desmembramento [decea3]+22,5%[-]"
attStrengthDesc10,"Campeão Olímpico: [decea3]+100% EXP em Habilidades[-]\nDano de tiro na cabeça [decea3]+50%[-]\nChance de desmembramento [decea3]+25%[-]"
attStrengthName,"Força"
auto_mechanic_01,"Mecânica A1"
autoTurret,"Torreta Automática de Submetralhadora"
autoTurretDesc,"Uma Torreta de submetralhadora automática que detecta movimentos. Não, é sério, essa coisa come pilhas de munição de SMG de 10 mm."
autoTurretSchematic,"Diagrama da torreta automática de submetralhadora"
awningShapes:VariantHelper,"Forma de Lona"
bank_01,"Banco Stock"
bank_02,"Banco Seemore"
bar_01,"Buzzs-Bar"
bar_sm_01,"Buzzs-Bar"
barn_01,"Celeiro 1"
barn_02,"Celeiro 2"
barn_03,"Celeiro 3"
batterybankSchematic,"Diagrama de Banco de Baterias"
bed02,"Cama King Size"
bladeTrapSchematic,"Diagrama de Armadilha de Lâmina"
blockcommand_aim,"Mirar"
blockcommand_confirm,"Confirmar colocação"
blockcommand_do_nothing,"Não fazer nada"
blockcommand_fuel_add,"Adicionar ao recipiente"
blockcommand_fuel_take,"Encher do recipiente"
blockcommand_pick1,"Arrombar\n([8FCE00]Gazua[-])"
blockcommand_pick2,"Arrombar\n([8FCE00]Grampo[-])"
blockcommand_repair,"Reparar"
blockcommand_upgrade,"Melhorar"
blockcommand_useC4,"Usar Carga Cronometrada"
blueberryfield_sm,"Campo de Mirtilo"
bluff01,"Blefe"
body_shop_01,"Collision Center"
bombshelter_01,"Barts Salvage"
bombshelter_02,"Casa Suspeita"
bombshelter_md_01,"Casa Suspeita"
branch,"Galho"
brass,"Latão"
bridge_asphalt_broken,"Ponte Quebrada"
bridge_asphalt1,"Ponte"
bridge_concrete1,"Ponte de Concreto"
bridge_wood1,"Ponte de Madeira"
bridge_wood2,"Ponte de Madeira Danificada"
bucketEmpty,"Balde"
bucketEmptyDesc,"Um balde vazio que pode ser usado para transportar água."
bus_stop_01,"Ponto de Ônibus"
bus_wreck_01,"Ônibus Quebrado"
business_burnt_01,"Omalley Oats"
business_burnt_02,"Navezgane Creamery"
cabin_01,"Cabana 1"
cabin_02,"Cabana 2"
cabin_03,"Cabana 3"
cabin_04,"Cabana 4"
cabin_05,"Cabana 5"
cabin_06,"Cabana 6"
cabin_07,"Cabana 7"
cabin_08,"Cabana 8"
cabin_09,"Cabana 9"
cabin_10,"Cabana 10"
cabin_11,"Cabana 11"
cabin_12,"Cabana 12"
cabin_13,"Cabana 13"
cabin_14,"Cabana 14"
cabin_15,"Cabana 15"
cabin_16,"Cabana 16"
caffeineBuzz,"Superdose de cafeína"
caffeineBuzzDesc,"Cafeína te dá energia, mantém seu Vigor alto e e a temperatura interna do corpo mais alta por um tempo limitado."
campfireActivate,"Fogueira Aberta"
canyon_car_wreck,"Carro quebrado do Canyon"
canyon_cliff_dwellings,"Residências do Canyon"
canyon_gift_shop_sign,"Placa da loja de presentes do Canyon"
canyon_gift_shop,"Loja de presentes do Canyon"
canyon_mine,"Mina do Canyon"
carBattery,"Bateria automotiva de chumbo"
carBatteryBlueprint,"Diagrama de Bateria Automotiva de Chumbo"
carBatteryBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
